;Date;year;type;country;activity;sex;injury;fatal_boolean;time
5792;1883;;Unprovoked;USA;;;FATAL;Y;Unknown
5793;03-Dec-1882;;Provoked;NEW ZEALAND;Restraining a beached shark;;Hand severely nipped PROVOKED INCIDENT ;N;Unknown
5794;12-Nov-1882;;Unprovoked;NEW ZEALAND;Bathing;;Sole of foot bitten;N;Unknown
5795;12-Nov-1882;;Unprovoked;NEW ZEALAND;Bathing;;Lacerations to thigh;N;Unknown
5796;Sep-1882;;Unprovoked;JAPAN;Clinging to shipwrecked junk;;Lacerations to elbows &  knees;N;Unknown
5797;14-May-1882;;Unprovoked;AUSTRALIA;Fell overboard;;Laceration to calf;N;Unknown
5798;Reported 12-May-1882;;Unprovoked;AUSTRALIA;Pearl diving;;FATAL      Torso bitten;Y;Unknown
5799;15-Apr-1882;;Unprovoked;AUSTRALIA;Fishing;;FATAL;Y;Unknown
5800;Reported  07-Feb-1882;;Unprovoked;AUSTRALIA;Pearl diving;;FATAL                       Thigh bitten;Y;Unknown
5801;Reported 23-Jan-1882;;Unprovoked;AUSTRALIA;Bathing;;FATAL;Y;Unknown
5802;Reprted 05-Jan-1882;;Unprovoked;ATLANTIC OCEAN;Fell overboard from the Selim;;FATAL;Y;Unknown
5803;1882;;Unprovoked;USA;"During ""an exhibition"" he was tied in sack & thrown overboard ";;No injury, sack rammed by shark & shark  harassed him when he surfaced;N;Unknown
5804;1882;;Unprovoked;AUSTRALIA;;;Survived;N;Unknown
5805;13-Nov-1881;;Invalid;AUSTRALIA;Swimming;;Shark involvement suspected but not confirmed;UNKNOWN;Unknown
5806;16-Oct-1881;;Invalid;USA;Bathing;;FATAL;UNKNOWN;Unknown
5807;05-Sep-1881;;Unprovoked;USA;Bathing;;FATAL, possible post-mortem bites;Y;Unknown
5808;Reported 16-Aug-1881;;Unprovoked;UNKNOWN;Floating, holding onto an oar after dory capsized;;FATAL;Y;Unknown
5809;12-Aug-1881;;Unprovoked;USA;Swimming;;No injury, overalls ripped by shark;N;Unknown
5810;25-Jul-1881;;Unprovoked;UNKNOWN;Bathing;;Survived;N;Unknown
5811;13-Jun-1881;;Unprovoked;USA;Fell overboard;;FATAL;Y;Unknown
5812;1881;;Unprovoked;INDIA;;;"""More than 20 persons severely bitten by sharks this year. Almost all were fatal""";Y;Unknown
5813;Ca. 1881;;Boat;ITALY;Fishing on a boat;;Non-Fatal;N;Unknown
5814;25-Nov-1880;;Unprovoked;AUSTRALIA;Swimming;;Feet bitten, surgically amputated FATAL;Y;Unknown
5815;10-Oct-1880;;Sea Disaster;AUSTRALIA;Traveling by boat;;Disappeared, thought to have murdered or drowned or  taken by a sharks after entrails washed ashore;Y;Unknown
5816;08-Aug-1880;;Unprovoked;MOZAMBIQUE;Swimming to retrieve a flannel;;Legs severed FATAL;Y;Morning
5817;25-Jul-1880;;Boat;USA;Sailing;;Shark bit stern, no injury to occupant;N;Afternoon
5818;15-May-1880;;Unprovoked;INDIA;;;Left hand severed, arm & right calf injured;N;Morning
5819;14-May-1880;;Unprovoked;INDIA;Bathing in river;;Hands, forearm & left thigh lacerated, radial artery severed;N;Unknown
5820;Reported 07-May-1880;;Invalid;MEXICO;;;Human remains recovered from a 15' shark, probable scavenging;UNKNOWN;Unknown
5821;02-May-1880;;Unprovoked;INDIA;Bathing in river;;FATAL, left forearm & hand bitten, brachial artery severed, died of secondary hemorrhage 11 days later ;Y;Afternoon
5822;02-May-1880;;Unprovoked;INDIA;Bathing;;FATAL, right leg severed at mid-thigh, femur severed ;Y;Morning
5823;22-Jan-1880;;Boat;AUSTRALIA;Fishing;;No injury to occupants, shark rammed boat;N;Afternoon
5824;03-Jan-1880;;Unprovoked;AUSTRALIA;Bathing;;Lacerations to leg;N;Unknown
5825;1880?;;Invalid;SYRIA;Diving for sponges;;FATAL ;UNKNOWN;Unknown
5826;Ca. 1880;;Invalid;USA;;;Drowned, body scavenged by shark;UNKNOWN;Unknown
5827;Ca. 1880;;Unprovoked;SOLOMON ISLANDS;;;Arm & leg severed, survived ;N;Unknown
5828;1880;;Unprovoked;NEW ZEALAND;;;Recovered;N;Unknown
5829;24-Dec-1879;;Unprovoked;INDIA;Swimming;;FATAL;Y;Unknown
5830;10-Nov-1879;;Unprovoked;AUSTRALIA;Swimming;;Thigh bitten;N;Unknown
5831; 22-Sep-1879;;Provoked;SPAIN;Fishing;;No injuries to occupants, Hooked shark bit boat  PROVOKED INCIDENT;N;Unknown
5832;Reported 30-Aug-1879;;Sea Disaster;FIJI;;;Severely bitten on heel, 20 others taken by sharks;N;Unknown
5833;3-Jul-1879;;Unprovoked;USA;Bathing;;No details;N;Unknown
5834;19-Mar-1879;;Unprovoked;NEW ZEALAND;Standing;;FATAL;Y;Unknown
5835;10-Mar-1879;;Invalid;AUSTRALIA;The steamship Bonnie Dundee lost in collision;;Partial  remains found in shark;UNKNOWN;Unknown
5836;1879;;Unprovoked;USA;Floating with life buoy after pilot launch capsized;;FATAL;Y;Unknown
5837;17-Nov-1878;;Unprovoked;AUSTRALIA;Bathing;;Laceration to leg;N;Unknown
5838;Reported 24-Oct-1878;;Unprovoked;INDONESIA;Swimming;;FATAL;Y;Unknown
5839;13-Oct-1878;;Unprovoked;UNKNOWN;Jumped overboard after murdering 2 shipmates;;FATAL;Y;Unknown
5840;Reported 14-Sep-1878;;Provoked;USA;Fishing;;Leg bitten by netted shark PROVOKED INCIDENT;N;Unknown
5841;02-Sep-1878;;Sea Disaster;SOUTH ATLANTIC OCEAN;Boat with 5 men capsized while returning to the Amerique;; Du Val's leg was bitten but he survived;N;Unknown
5842;02-Sep-1878;;Sea Disaster;SOUTH ATLANTIC OCEAN;Boat with 5 men capsized while returning to the Amerique;;FATAL, 2 of the crew were killed by sharks;Y;Unknown
5843;09-Aug-1878;;Unprovoked;USA;Swimming;;FATAL?;Y;Unknown
5844;08-Aug-1878;;Unprovoked;USA;Swimming;;FATAL;Y;Unknown
5845;10-Jun-1978;;Unprovoked;PHILIPPINES;;;FATAL;Y;Unknown
5846;Reported 30-March-1878;;Unprovoked;NEW GUINEA;;;"""Fearfully injured""";N;Unknown
5847;13-Feb-1878;;Sea Disaster;SOUTH AFRICA;Wreck of the Union Steamship Company 982-ton iron steamer Kafir;;FATAL, shark removed large part of his hip;Y;Unknown
5848;02-Feb-1878;;Sea Disaster;BRAZIL;Washed off raft;;FATAL;Y;Unknown
5849;1878;;Unprovoked;AUSTRALIA;Bathing in 2 feet of water;;FATAL, leg severed ;Y;Unknown
5850;Reported 15-Dec-1877;;Sea Disaster;FIJI;;;FATAL;Y;Unknown
5851;15-Dec-1877;;Unprovoked;AUSTRALIA;Bathing;;Leg severely bitten & later surgically amputated;N;Unknown
5852;12-Dec-1877;;Unprovoked;AUSTRALIA;Washed overboard from the barque Mary Eady;;FATAL;Y;Unknown
5853;15-Sep-1877;;Unprovoked;AUSTRALIA;Fishing;;No injury, pulled overboard by a shark that grabbed his coat;N;Unknown
5854;Reported 28-Aug-1877;;Invalid;INDIAN OCEAN;;;Partial human remains found in 13' shark;UNKNOWN;Unknown
5855; 07-Apr-1877;;Provoked;AUSTRALIA;;;Fingers injured by landed shark PROVOKED INCIDENT;N;Unknown
5856;04-Apr-1877;;Unprovoked;AUSTRALIA;Bathing;;Thigh & foot bitten;N;Unknown
5857;16-Mar-1877;;Unprovoked;ITALY;Paddling;;3 ribs broken by shark's tail;N;Unknown
5858; 11-Mar-1877;;Unprovoked;FIJI;;;Thigh severely bitten, femur exposed ;N;Unknown
5859;Reported 17-Feb-1877;;Unprovoked;AUSTRALIA;Fishing ;;Severe bite to hand;N;Unknown
5860;  28-Jan-1877;;Unprovoked;AUSTRALIA;Bathing;;FATAL;Y;Unknown
5861;Reported 24-Jan-1877;;Unprovoked;AUSTRALIA;Swimming;;Ankle injured;N;Unknown
5862;04-Jan-1877;;Invalid;SOUTH AFRICA;Body found floating next to his ship;;Although his body was bitten by a shark/s, bruises on his neck & face suggested foul play & a shipmate taken into custody but no charges made;UNKNOWN;Unknown
5863;Before 1878;;Unprovoked;INDIA;;;Thigh severely bitten, femur exposed & grooved;N;Unknown
5864;Reported 13-Oct-1876;;Unprovoked;USA;Fishing;;FATAL;Y;Unknown
5865;Reported 07-Sep-1876;;Unprovoked;GREECE;Diving for sponges;;FATAL;Y;Unknown
5866;Reported 04-Jun-1876;;Unprovoked;USA;Bathing;;Leg bitten;N;Unknown
5867;14-May-1876;;Unprovoked;AUSTRALIA;Swimming;;FATAL;Y;Unknown
5868;06-Feb-1876;;Unprovoked;AUSTRALIA;Bathing;;FATAL, rescued by man on horseback, but died on the beach  ;Y;Unknown
5869;1876;;Unprovoked;LEBANON;Sponge diving;;FATAL;Y;Unknown
5870;1876;;Unprovoked;ENGLAND;;;Leg abraded;N;Unknown
5871;1876;;Unprovoked;AUSTRALIA;Pearl diving;;"""Severely bitten"" but survived";N;Unknown
5872;1876;;Unprovoked;AUSTRALIA;;;"FATAL, ""his side was  bitten""";Y;Unknown
5873;Reported 27-Nov-1875;;Unprovoked;AUSTRALIA;Fishing;;Foot severed at ankle;N;Unknown
5874;10-Aug-1875;;Invalid;SOUTH AFRICA;;;Press reported that a 3 m shark  was caught with human remains in its gut, but  remains were those of a porpoise according to medical examiner;UNKNOWN;Unknown
5875;03-Mar-1875;;Unprovoked;NEW ZEALAND;Bathing;;FATAL;Y;Unknown
5876;Reported 20-Jan-1875;;Invalid;AUSTRALIA;Bathing;;Forehead bitten;UNKNOWN;Unknown
5877;21-Nov-1874;;Unprovoked;AUSTRALIA;Bathing;;Thigh bitten;N;Unknown
5878;Ca. mid-1870s;;Unprovoked;AUSTRALIA;Sitting on gunwale of boat;;FATAL;Y;Unknown
5879;14-Nov-1874;;Boat;CROATIA;Fishing;;Shark damaged boat, but no injury to occupants;N;Unknown
5880;23-Jul-1874;;Boat;FRANCE;Fishing;;Shark and boat collided. No injury to occupants;N;Unknown
5881;Reported 15-Jul-1874;;Unprovoked;USA;Fishing;;Thumb & thigh lacerated;N;Unknown
5882;15-Jul-1874;;Unprovoked;USA;Bathing;;Lacerations to groin;N;Unknown
5883;Reported 18-Jun- 1874;;Unprovoked;MEXICO;Bathing;;FATAL;Y;Unknown
5884;Reported 15-Jun-1874;;Unprovoked;KIRIBATI;Escaping from blackbirding vessel;;FATAL;Y;Unknown
5885;Reported 15-Jun-1874;;Unprovoked;UNKNOWN;Salvaging a shipwreck;;Heel bitten;N;Unknown
5886;June 1874;;Sea Disaster;HONDURAS;Boat of the Resolution capsized in the breakers;;FATAL;Y;Unknown
5887;Reported 20-Apr-1874;;Boat;CANADA;Fishing;;Shark bit & tipped the dory;N;Unknown
5888;1874;;Sea Disaster;TUVALU;Fleet of canoes caught by a squall and charged by sharks.;;2 people out of +70 survived, one of whom was bitten by sharks;Y;Unknown
5889;09-Jan- 1874;;Unprovoked;AUSTRALIA;Bathing;;Thigh  severely bitten;N;Unknown
5890;28-Jul-1873;;Provoked;USA;Fishing (Seining);;Leg severely bitten by netted shark. Lower leg surgically amputated PROVOKED INCIDENT;N;Unknown
5891;Reported 09-Jun-1873;;Invalid;AUSTRALIA;Bathing;;FATAL;UNKNOWN;Unknown
5892;Reported 09-Jan-1873;;Unprovoked;AUSTRALIA;Bathing;;Survived;N;Unknown
5893;Nov- or Dec-1873;;Unprovoked;CUBA;Swimming / escaping imprisonment ;;Legs severed bitten, later surgically amputated;N;Unknown
5894;Reported 30-Nov-1872;;Unprovoked;INDIAN OCEAN?;Swimming to avoid capture;;FATAL;Y;Unknown
5895;24-Nov-1872;;Invalid;AZORES;;;No injury, but according to Fosdyk, captain & crew were killed by sharks;UNKNOWN;Unknown
5896;10-Oct-1872;;Sea Disaster;BAHAMAS;Burning of the S.S. Missouri;;FATAL;Y;Unknown
5897;Reported 07-Aug-1872;;Invalid;CROATIA;Fishing;;No injury;UNKNOWN;Unknown
5898;Reported 03-Apr-1872;;Unprovoked;USA;Canoeing;;Thigh bitten, shark teeth embedded in canoe;N;Unknown
5899;26-Feb-1872;;Sea Disaster;AUSTRALIA;Wreck of the 150-ton brig Maria;;FATAL, some were taken by sharks;Y;Unknown
5900;28-Jan-1872;;Invalid;Fiji;boat capsized;;Probable drowning;UNKNOWN;Unknown
5901;Circa 1872;;Sea Disaster;SOUTH ATLANTIC OCEAN;Adrift on a raft ;;Leg bitten;N;Unknown
5902;Reported 11-Dec-1871;;Invalid;AUSTRALIA;;;Human remains recovered from 11' shark;UNKNOWN;Unknown
5903;Reported 29-Aug-1871;;Unprovoked;USA;Fishing;;Limbs severed;N;Unknown
5904;Aug-1871;;Provoked;USA;Shark fishing;;Hand injured PROVOKED INCIDENT;N;Unknown
5905;Reported 22-May-1871;;Unprovoked;SRI LANKA;Bathing;;Severe laceration to thigh;N;Unknown
5906;Reported 13-May 1871;;Invalid;GUYANA;Suicide;;FATAL;UNKNOWN;Unknown
5907;24-Mar-1871;;Unprovoked;INDIA;Bathing;;FATAL, left thigh & buttock bitten, died of pneumonia 7 weeks later  ;Y;Unknown
5908;1871;;Unprovoked;AUSTRALIA;;;"FATAL, ""caught by legs"" ";Y;Unknown
5909;Before 1871;;Unprovoked;AUSTRALIA;;;Survived;N;Unknown
5910;Before 1871;;Unprovoked;AUSTRALIA;Fishing;;Feet grabbed;N;Unknown
5911;27-Jul-1870;;Unprovoked;USA;Bathing;;Foot bitten & toe severed;N;Unknown
5912;19-Jun-1870;;Unprovoked;INDIA;Bathing;;Left arm bitten, developed gangrene, surgically amputated;N;Unknown
5913;01-Jun-1870;;Unprovoked;INDIA;Bathing / standing;;Right foot & leg bitten, surgically amputated;N;Unknown
5914;Reported 26-May-1870;;Unprovoked;AUSTRALIA;Fishing;;bite to lower leg;N;Unknown
5915;18-May-1870;;Unprovoked;INDIA;Bathing;;4 irregular lacerated wounds on right arm;N;Unknown
5916;11-May-1870;;Unprovoked;INDIA;Bathing;;3 lacerated irregular wounds on anterior left thigh;N;Unknown
5917;09-Jan-1870;;Unprovoked;AUSTRALIA;Bathing;;Right thigh bitten;N;Unknown
5918;Early 1870s;;Invalid;AUSTRALIA;Canoeing;;Shark bit canoe in half & bit man. Note: There is an earlier story of FATAL shark attack in same river;UNKNOWN;Unknown
5919;Reported 15-Apr-1869;;Unprovoked;AUSTRALIA;Net fishing;;Foot bitten;N;Unknown
5920;10-Apr-1869;;Invalid;UNKNOWN;Fell overboard;;FATAL;UNKNOWN;Unknown
5921;01-Sep-1868;;Unprovoked;ITALY;;;FATAL;Y;Unknown
5922;13-May-1868;;Unprovoked;INDIA;Standing;;FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  ;Y;Unknown
5923;17-Jan-1868;;Sea Disaster;VIETNAM;A junk foundered;;FATAL;Y;Unknown
5924;Reported 04-Jan-1868;;Sea Disaster;AUSTRALIA;Fishing;;No injury to occupants, shark's teeth embedded in keel;N;Unknown
5925;Reported 24-Oct-1888, but took place around 1868;;Unprovoked;AUSTRALIA;Swimming;;FATAL;Y;Unknown
5926;1868 (?);;Unprovoked;NEW ZEALAND;Bathing close inshore;;Thigh bitten;N;Unknown
5927;Reported 22-Aug-1867;;Unprovoked;EGYPT;Swimming;;FATAL;Y;Unknown
5928;Aug-1867;;Unprovoked;MEXICO;boat from the Austrian ship Elizabeth;;FATAL;Y;Unknown
5929;26-Jun-1867;;Sea Disaster;CUBA;boat from ship Josephine capsized in squall;;FATAL;Y;Unknown
5930;Reported 26-Jan-1867;;Boat;AUSTRALIA;;;No injury, shark bit oar of customs boat;N;Unknown
5931;1867;;Unprovoked;CUBA;Painting a ship;;FATAL, pulled off float by shark, body not recovered ;Y;Unknown
5932;Reported 09-Jul-1866;;Unprovoked;USA;Bathing;;FATAL;Y;Unknown
5933;Reported 24-Apr-1866;;Invalid;AUSTRALIA;Fell overboard;;Thought to have been taken by a shark. Body was not recovered;UNKNOWN;Unknown
5934;02-Sep-1865;;Unprovoked;USA;Swimming alongside the schooner Catherine Wilcox;;Multiple lacerations;N;Morning
5935;Reported 14-Jul-1865;;Unprovoked;USA;Bathing;;FATAL;Y;Unknown
5936;Reported 01-Mar-1865;;Boat;SOUTH AFRICA;Fishing;;FATAL: Boat capsized, sharks took fishermen;Y;Unknown
5937;1865;;Boat;AUSTRALIA;Boarding a ship;;No injury to pilot, oar bitten;N;Unknown
5938;02-Oct-1864;;Sea Disaster;USA;Wreck of the Aphrodite;;FATAL;Y;Unknown
5939;Reported 18-Sep-1864;;Provoked;FRANCE;Dragging a shark;;Knee bitten PROVOKED INCIDENT;N;Unknown
5940;Sep-1864;;Unprovoked;SCOTLAND;;;Leg bitten 3 times;N;Unknown
5941;12-Aug-1864;;Unprovoked;USA;Swimming;;Left thigh severely bitten;N;Unknown
5942;Aug-1864;;Unprovoked;MADAGASCAR;Fell overboard;;FATAL;Y;Unknown
5943;25-Jul-1864;;Unprovoked;SPAIN;Bathing;;FATAL;Y;Unknown
5944;May-1864;;Unprovoked;MAURITIUS;Fell overboard;;FATAL;Y;Unknown
5945;09-Apr-1864;;Unprovoked;CHINA;Swimming;;No injury;UNKNOWN;Unknown
5946;Apr-1864;;Unprovoked;MAURITIUS;Fell overboard;;FATAL;Y;Unknown
5947;Reported 27-Jan-1864;;Unprovoked;PANAMA;Coming ashore on a hawser;;FATAL;Y;Unknown
5948;Reported 16-Jan-1864;;Unprovoked;NEW ZEALAND;Boat swamped;;FATAL;Y;Unknown
5949;02-Jan-1864;;Unprovoked;NEW ZEALAND;Standing / Bathing;;Minor injury to hip;N;Unknown
5950;1864;;Unprovoked;INDONESIA;Reaching for life preserver;;FATAL;Y;Afternoon
5951;1864;;Invalid;AUSTRALIA;Swimming;;Presumed FATAL;UNKNOWN;Unknown
5952;14-Dec-1863;;Unprovoked;GUINEA;Bathing near whaling ship (bark A. R. Tucker of New Bedford, Massachusetts);;"FATAL ""Most of leg torn away . . .  Buried on Island of DeLoss on the west coast of Africa""";Y;Unknown
5953;Reported 13-Sep-1863;;Unprovoked;USA;Bathing;;Thrown into the air & bruised;N;Unknown
5954;Reported 09-Jul-1863;;Provoked;USA;Fishing;;Hand severed by noosed shark PROVOKED INCIDENT;N;Unknown
5955;Apr-1863;;Unprovoked;AUSTRALIA;Launching a boat;;FATAL;Y;Unknown
5956;05-Mar-1863;;Unprovoked;AUSTRALIA;Floating on back;;Lacerations to right torso & ankle;N;Evening
5957;05-Feb-1863;;Invalid;SOUTH AFRICA;Swimming, caught in strong backwash & disappeared;;3.2 m [10.5'] shark caught 9 days later contained human remains thought to be those of Canham;UNKNOWN;Unknown
5958;10-Jan-1863;;Unprovoked;AUSTRALIA;Bathing;;FATAL;Y;Unknown
5959;1863;;Unprovoked;ANDAMAN ISLANDS;Fell overboard;;FATAL;Y;Morning
5960;1863;;Unprovoked;CEYLON;Fell overboard;;FATAL;Y;Unknown
5961;1863;;Unprovoked;CEYLON;Fell overboard;;FATAL;Y;Unknown
5962;Reported 1863;;Unprovoked;GREECE;Swimming;;FATAL;Y;Unknown
5963;22-Dec-1862;;Unprovoked;NEW ZEALAND;Swimming;;Right thigh and left foot severely bitten;N;Unknown
5964;Reported 19-Dec-1862;;Unprovoked;AUSTRALIA;Trying to catch a wounded bird;;FATAL;Y;Unknown
5965;04-Dec-1862;;Invalid;NEW ZEALAND;;;;UNKNOWN;Unknown
5966;Reported 15-Aug-1862;;Unprovoked;SPAIN;Bathing;;Survived;N;Unknown
5967;Reported 02-Aug-1862;;Invalid;SPAIN;;;Possible drowning and scavenging;UNKNOWN;Unknown
5968;25-Jul-1862;;Unprovoked;SPAIN;Swimming;;FATAL;Y;Unknown
5969;14-Jul-1862;;Unprovoked;SPAIN;;;FATAL;Y;Unknown
5970;13-Jul-1862;;Unprovoked;SPAIN;Swimming alongside the SS Kearsarge;;FATAL;Y;Evening
5971;03-Jun-1862;;Unprovoked;SOUTH AFRICA;;;"""Very severe wounds""";N;Unknown
5972;05-May-1862;;Unprovoked;SOUTH AFRICA;Bathing;;Lacerations;N;Unknown
5973;Circa 1862;;Unprovoked;USA;;;Ankle bitten;N;Unknown
5974;1862;;Unprovoked;JAPAN;Boat of a Hawaiian brig was stove in by  whale;;FATAL;Y;Unknown
5975;10-Nov-1861;;Unprovoked;SINGAPORE;Bathing alongside the American ship Thomas W. Sears;;FATAL;Y;Morning
5976;Reported 25-Sep-1861;;Unprovoked;CUBA;Deserting the bark Nazarene;;Lacerations;N;Unknown
5977;Mar-1861;;Unprovoked;NEW ZEALAND;Bathing;;"""Severely bitten but recovered""";N;Unknown
5978;Reported 12-Feb-1861;;Unprovoked;EQUATORIAL GUINEA / CAMEROON;Swimming;;FATAL;Y;Unknown
5979;Reported 15-Jan-1861;;Unprovoked;AUSTRALIA;Bathing;;Lacerations to fingers;N;Unknown
5980;26-Dec-1860;;Unprovoked;AUSTRALIA;Bathing;;Lacerations to leg;N;Unknown
5981;Oct-1860;;Sea Disaster;CANADA;Gloucester fishing schooner run down;;FATAL x 2;Y;Unknown
5982;01-Aug-1860;;Unprovoked;USA;Swimming;;Toe severed;N;Unknown
5983;Apr-1860;;Unprovoked;NEW ZEALAND;Swimming;;Leg bitten, surgically amputated;N;Unknown
5984;Apr-1860;;Unprovoked;NEW ZEALAND;Bathing;;FATAL Foot & leg bitten;Y;Unknown
5985;27-Mar-1860;;Sea Disaster;COOK ISLANDS;43-ton schooner Irene capsized & sank;;Probable drowning ;Y;Unknown
5986;11-Mar-1860;;Unprovoked;BAHAMAS;In boat being towed by ship, Karnak;;FATAL;Y;Unknown
5987;16-Mar-1859;;Unprovoked;USA;Fell overboard;;FATAL;Y;Unknown
5988;23-Aug-1858;;Invalid;USA;Swimming;;Thought to have been taken by a shark/s. Bodies not  recovered;UNKNOWN;Unknown
5989;17-Aug-1858;;Invalid;USA;Swimming;;Thought to have been taken by a shark/s. Body not  recovered;UNKNOWN;Unknown
5990;04-Apr-1858;;Unprovoked;TOBAGO;Bathing;;Leg bitten, surgically amputated;N;Unknown
5991;14-Mar-1858;;Unprovoked;AUSTRALIA;Bathing;;FATAL;Y;Afternoon
5992;Reported 14-Jan 1858;;Unprovoked;USA;Swimming;;FATAL;Y;Unknown
5993;Reported 09-Jan-1858;;Unprovoked;TONGA;Jumped overboard while intoxicated;;FATAL;Y;Unknown
5994;05-May-1857;;Unprovoked;USA;Swimming;;FATAL;Y;Unknown
5995;Reported 25-Nov-1856;;Unprovoked;FIJI;Swimming;;FATAL;Y;Unknown
5996;Reported 20-Nov-1856;;Unprovoked;UNKNOWN;Swimming;;FATAL;Y;Unknown
5997;Reported 21-Jun-1856;;Unprovoked;ENGLAND;Swimming;;Survived;Y;Unknown
5998;06-Feb-1856;;Unprovoked;AUSTRALIA;Swimming;;Severe bite to thigh. Not known if he survived;UNKNOWN;Unknown
5999;11-Nov-1855;;Unprovoked;AUSTRALIA;Swimming;;FATAL;Y;Unknown
6000;30-Sep-1855;;Sea Disaster;USA;ship William Penn grounded & broke apart;;Foot bitten;N;Unknown
6001;28-Jul-1855;;Unprovoked;UNKNOWN;Bathing;;FATAL;Y;Unknown
6002;Reported 09-Apr-1855;;Unprovoked;AUSTRALIA;Fell overboard from the Malacca;;FATAL;Y;Unknown
6003;28-Mar-1855;;Unprovoked;AUSTRALIA;Fell overboard from the Sobella;;FATAL;Y;Unknown
6004;Reported 12-Feb-1855;;Unprovoked;SOLOMON ISLANDS;Swimming ;;FATAL;Y;Unknown
6005;Circa 1855;;Invalid;AUSTRALIA;Swimming ;;No injury & although reported as an attack, it  was simply an encounter;UNKNOWN;Unknown
6006;08-Nov-1853;;Unprovoked;AUSTRALIA;Swimming;;Leg bitten;N;Unknown
6007;28-Sept-1853;;Unprovoked;USA;Commercial Salvage Diving;;No injury. Copper breastplate & harness bitten;N;Unknown
6008;Reported 13-Jul-1853;;Unprovoked;USA;Swimming;;FATAL;Y;Unknown
6009;29-Apr-1853;;Unprovoked;GREECE;Swimming;;Leg severed at knee;N;Unknown
6010;1853;;Unprovoked;AUSTRALIA;Fell into the water;;FATAL;Y;Unknown
6011;Sep or Oct-1853;;Unprovoked;USA;Hard hat diving;;No injury, copper breastplate punctured;N;Unknown
6012;1853 ;;Invalid;USA;He was fighting a shark when his boat capsized & he disappeared;; His gold watch was later found in a shark but death may have been due to drowning;UNKNOWN;Unknown
6013;1853 or 1854;;Unprovoked;USA;Knocked overboard;;FATAL;Y;Unknown
6014;19-Dec-1852;;Invalid;AUSTRALIA;Swimming;;Shark involvement prior to death was not confirmed;UNKNOWN;Unknown
6015;Reported 23-Oct-1852;;Provoked;PACIFIC OCEAN;Fishing;;Foot bitten by hooked shark PROVOKED INCIDENT;N;Unknown
6016;Reported 09-Oct-1852;;Unprovoked;AUSTRALIA;Fell overboard;;FATAL;Y;Unknown
6017;07-Aug-1852;;Unprovoked;TONGA;Fell overboard;;FATAL;Y;Unknown
6018;Aug-1852;;Unprovoked;USA;Swimming;;FATAL;Y;Unknown
6019;28-Jul-1952;;Invalid;ATLANTIC OCEAN;;;Death preceded shark involvement;UNKNOWN;Unknown
6020;24-May-1852;;Unprovoked;SOUTH AFRICA;Swimming from capsized boat;;FATAL;Y;Unknown
6021;26-Feb-1852;;Sea Disaster;SOUTH AFRICA;Wreck of the steamship Birkenhead;;FATAL. All of the women & children on board survived, but many of the 445 men that perished were taken by sharks;Y;Night
6022;"""Anniversary Day"" 22-Jan-1850 or 1852";;Unprovoked;NEW ZEALAND;Swimming;;FATAL, posterior thigh bared to femur, kneecap lacerated ;Y;Unknown
6023;1852;;Unprovoked;USA;Vessel capsized, wading ashore carrying an oar;;FATAL, body was not recovered;Y;Unknown
6024;Reported 16-Jun-1851;;Unprovoked;MEXICO;Bathing;;FATAL;Y;Unknown
6025;Mar-1851;;Unprovoked;USA;Swimming;;FATAL;Y;Unknown
6026;1851;;Unprovoked;USA;Hard hat diving;;3 toes severed;N;Unknown
6027;21-Oct-1850;;Unprovoked;USA;Swimming after his hat;;FATAL;Y;Unknown
6028;1850;;Unprovoked;NICARAGUA;Bathing;;FATAL;Y;Unknown
6029;09-Dec-1849;;Unprovoked;AUSTRALIA;;;FATAL;Y;Unknown
6030;01-Dec-1849;;Unprovoked;AUSTRALIA;Bathing;;FATAL;Y;Unknown
6031;04-Oct-1849;;Unprovoked;PERU;Swimming;;FATAL;Y;Unknown
6032;19-Sep-1849;;Unprovoked;AUSTRALIA;Swimming;;FATAL;Y;Unknown
6033;08-Jun-1849;;Unprovoked;USA;Attempting to rescue woman seized by shark;;FATAL;Y;Unknown
6034;08-Jun-1849;;Unprovoked;USA;Bathing;;FATAL;Y;Unknown
6035;27-Jan-1849;;Invalid;AUSTRALIA;boat capsized;;Torso bitten but may have been postmortem;UNKNOWN;Unknown
6036;31-Aug-1848;;Unprovoked;USA;Swimming;;Left leg severely bitten;N;Unknown
6037;Reported 17-Jul-1848;;Invalid;USA;;;Human remains recovered from 4.9 m shark;UNKNOWN;Unknown
6038;Jul-1848;;Unprovoked;ENGLAND;Standing;;Shark struck him with its tail;N;Unknown
6039;30-Nov-1847;;Unprovoked;AUSTRALIA;Swimming;;Thigh & calf bitten;N;Unknown
6040;10-Sep-1847;;Unprovoked;USA;Wading;;Lacerations to arm;N;Unknown
6041;19-Jul-1847;;Unprovoked;GREECE;Swimming;;FATAL;Y;Unknown
6042;Reported 03-Jul-1847;;Unprovoked;USA;Hilo;;Head & arm bitten;N;Unknown
6043;11-Mar-1847;;Sea Disaster;AUSTRALIA;Wreck of the Sovereign;;Foot severed;N;Unknown
6044;12-Feb-1847;;Sea Disaster;MEXICO;Wreck of the Tweed;;FATAL;Y;Unknown
6045;Reported in 1847;;Unprovoked;AUSTRALIA;;;Foot severed at ankle joint;N;Unknown
