,Date,year,type,country,activity,sex,injury,fatal_boolean,time
5023,06-Mar-1931,,Provoked,AUSTRALIA,"Fishing, hauling in net, shark in net",,"Finger lacerated, PROVOKED INCIDENT",,Unknown
5024,10-Feb-1931,,Invalid,AUSTRALIA,Swimming ,,Death may have been due to drowning,,Night
5025,24-Jan-1931,,Unprovoked,AUSTRALIA,,,Recovered,,Unknown
5026,14-Jan-1931,,Unprovoked,AUSTRALIA,Pearl diving,,"Thigh, kneecap & lower leg badly lacerated",,Unknown
5027,07-Jan-1931,,Unprovoked,AUSTRALIA,Swimming,,Severe bump & few superficial wounds ,,Afternoon
5028,1931,,Unprovoked,TONGA,"Swimming, carrying tin can with mail to steamer",,"FATAL, thereafter canoes were used to carry the mail",,Unknown
5029,1931,,Unprovoked,PAPUA NEW GUINEA,,,No details,,Unknown
5030,25-Dec-1930,,Unprovoked,AUSTRALIA,Swimming,,"Bumped by shark, legs abraded",,Afternoon
5031,13-Dec-1930,,Unprovoked,AUSTRALIA,Fell overboard,,FATAL,,Unknown
5032,02-Dec-1930,,Boat,AUSTRALIA,Fishing,,No injury to occupants; shark seized gunwale & tried to overturn boat,,Unknown
5033,Dec-1930,,Unprovoked,AUSTRALIA,,,FATAL,,Unknown
5034,30-Nov-1930,,Unprovoked,AUSTRALIA,Thrown into water from fishing dinghy,,Laceration to leg,,Unknown
5035,Reported 26-Sep-1930,,Unprovoked,HONDURAS,Swimming,,FATAL,,Unknown
5036,1930,,Boat,AZORES,,,"No inury to occupants, shark struck boat",,Unknown
5037,31-Aug-1930,,Unprovoked,AUSTRALIA,Fishing,,Minor injury,,Afternoon
5038,16-Aug-1930,,Unprovoked,SPAIN,Swimming,,Leg bitten,,Unknown
5039,06-Aug-1930,,Unprovoked,USA,Swimming,,Lacerations to foot & ankle,,Morning
5040,19-Jul-1930,,Unprovoked,CUBA,Swimming,,"Right arm & leg bitten, arm & leg surgically amputated ",,Unknown
5041,11-Jul-1930,,Unprovoked,USA,Swimming,,Arm lacerated from shoulder to wrist,,Unknown
5042,04-Jun-1930,,Unprovoked,AUSTRALIA,,,FATAL,,Unknown
5043,27-May-1930,,Unprovoked,USA,Swimming / floating,,Lacerations to arm,,Evening
5044,Reported 11-May-1930,,Boat,TURKEY,Fishing,,No injury but shark damaged boat,,Unknown
5045,11-May-1930,,Invalid,COSTA RICA,Air disaster,,Shark involvement prior to death was not confirmed,,Unknown
5046,08-Apr-1930,,Invalid,SOUTH AFRICA,,,"Remains of drowning victim recovered from 250-lb female ""blue fin"" shark",,Unknown
5047,Reported 07-Mar-1930,,Unprovoked,USA,Sponge diving,,No injury to diver but shark left 3 toothmarks in his helmet,,Unknown
5048,20-Feb-1930,,Unprovoked,AUSTRALIA,Pearl diving,,Arm & chest injured,,Unknown
5049,15-Feb-1930,,Unprovoked,AUSTRALIA,Diving off pier & treading water,,FATAL,,Afternoon
5050,Reported 03-Feb-1930,,Provoked,AUSTRALIA,Removing shark from a trap,,Laceration to thigh from trapped shark PROVOKED INCIDENT,,Unknown
5051,22-Jan-1930,,Boat,MEXICO,Fishing schooner Jose Luis foundered,,remains of one of the crew found in shark,,Unknown
5052,16-Jan-1930,,Unprovoked,SOUTH AFRICA,Swimming,,Torso & arm bitten,,Evening
5053,Jan-1930,,Sea Disaster,MAURITIUS,Swimming to shore after a squall  capsized their motorized shark fishing boat,,Five men were said to have been killed by sharks ,,Unknown
5054,1930,,Unprovoked,OKINAWA,,,Survived,,Unknown
5055,1930,,Unprovoked,SOUTH AFRICA,Swimming,,FATAL,,Unknown
5056,26-Dec-1929,,Unprovoked,AUSTRALIA,Diving by wharf,,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",,Unknown
5057,21-Dec-1929,,Unprovoked,AUSTRALIA,Diving,,Recovered at Thursday Island Hospital,,Unknown
5058,16-Dec-1929,,Unprovoked,AUSTRALIA,Bathing or body surfing ,,Superficial lacerations on right leg,,Unknown
5059,13-Dec-1929,,Unprovoked,AUSTRALIA,Pearl diving,,Injuries to chest & arm,,Unknown
5060,Reported 09-Dec-1929,,Unprovoked,UNKNOWN,,,FATAL,,Unknown
5061,Reported 03-Dec-1929,,Unprovoked,AUSTRALIA,,,FATAL,,Unknown
5062,29-Nov-1929,,Sea Disaster,KIRIBATI,"Sea Disaster, wreck of the  SS Norwich City",,"11 of her crew perished, most, possibly all, deaths were due to drowning",,Unknown
5063,21-Nov-1929,,Unprovoked,CUBA,Fishing,,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",,Unknown
5064,20-Oct-1929,,Unprovoked,AUSTRALIA,Pearl diving,,Heel injured,,Unknown
5065,02-Oct-1929,,Unprovoked,SPAIN,Fishing ,,Arm injured when sharks rammed his boat,,Unknown
5066,01-Sep-1929,,Unprovoked,AUSTRALIA,Fell from wharf into water & attacked immediately,,"FATAL, severe injuries to both legs ",,Unknown
5067,05-Aug-1929,,Unprovoked,USA,Bathing,,Left foot & ankle bitten,,Unknown
5068,29-Jul-1929,,Unprovoked,MEXICO,Swimming,,Right leg severed below knee,,Unknown
5069,Reported 17-Jul-1929,,Invalid,CAPE VERDE,,,Body of woman recovered from 15' shark,,Unknown
5070,23-Jun-1929,,Provoked,USA,Fishing,,Leg bitten by hooked shark PROVOKED INCIDENT,,Unknown
5071,31-May-1929,,Unprovoked,AUSTRALIA,Pearl diving,,"Injuries to both legs, buttocks, back, lower abdomen & chest",,Unknown
5072,Reported 26-Apr-1929,,Unprovoked,AUSTRALIA,Diving for trepang,,Thigh bitten,,Unknown
5073,Reported 17-Apr-1929,,Unprovoked,AUSTRALIA,Diving for trochus,,Lacerations to right wrist,,Unknown
5074,11-Apr-1929,,Provoked,AUSTRALIA,Standing in knee-deep water,,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,,Afternoon
5075,09-Apr-1929,,Unprovoked,AUSTRALIA,,,FATAL,,Unknown
5076,04-Apr-1929,,Unprovoked,AUSTRALIA,Swimming between boats,,FATAL,,Unknown
5077,16-Mar-1929,,Unprovoked,USA,Swimming,,Right sole & toes lacerated,,Afternoon
5078,12-Mar-1929,,Unprovoked,AUSTRALIA,Bathing,,FATAL,,Unknown
5079,04-Mar-1929,,Unprovoked,AUSTRALIA,Launching rowboat through the surf,,Foot bitten,,Unknown
5080,04-Mar-1929,,Unprovoked,AUSTRALIA,Launching rowboat through the surf,,Legs bitten,,Unknown
5081,18-Feb-1929,,Unprovoked,AUSTRALIA,Body surfing,,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",,Afternoon
5082,09-Feb-1929,,Boat,AUSTRALIA,Canoeing,,"No injury, shark pushed canoe from jetty to a point 100 m away",,Unknown
5083,08-Feb-1929,,Unprovoked,AUSTRALIA,Swimming,,"FATAL, right thigh bitten, femoral artery severed",,Afternoon
5084,27-Jan-1929,,Unprovoked,AUSTRALIA,Swimming,,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",,Evening
5085,14-Jan-1929,,Unprovoked,NEW ZEALAND,Bathing,,"One was bitten on the leg, the other on the arm",,Unknown
5086,12-Jan-1929,,Unprovoked,AUSTRALIA,Body surfing,,"FATAL, right thigh & hip bitten",,Evening
5087,06-Jan-1929,,Boat,TURKEY,Fishing boat,,FATAL,,Unknown
5088,05-Jan-1929,,Unprovoked,FIJI,Diving for coins thrown from ship S.S. Moeraki,,"FATAL, hand severed, both legs & arms bitten & nearly severed ",,Unknown
5089,Reported 1929,,Invalid,AUSTRALIA,Swimming,,"Later found to be fiction, never happened",,Unknown
5090,Ca. 1929,,Provoked,AUSTRALIA,"Wading, netting fish",,Bitten below the knee,,Unknown
5091,1929,,Provoked,USA,Fishing,,Thigh lacerated by hooked shark PROVOKED INCIDENT,,Unknown
5092,1929,,Unprovoked,AUSTRALIA,,,Hand lacerated,,Unknown
5093,1929,,Unprovoked,USA,Hardhat diving ,,"Put hand through hatch, shark nearly bit off thumb",,Unknown
5094,21-Dec-1928,,Unprovoked,AUSTRALIA,Pearl diving,,Injuries to arm ,,Unknown
5095,18-Nov-1928,,Provoked,USA,Fishing,,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",,Unknown
5096,Reported 15-Nov-1928,,Boat,INDIA,,,"No injury to occupants, shark bit keel",,Unknown
5097,12-Nov-1928,,Sea Disaster,USA,"Sea Disaster, sinking of the  SS Vestris",,FATAL,,Unknown
5098,04-Nov-1928,,Unprovoked,PANAMA,Swimming,,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",,Morning
5099,Sep-1928,,Unprovoked,USA,Fishing,,Knee bitten,,Unknown
5100,Reported 24-Aug-1928,,Invalid,USA,,,Thumb & coat sleeve recovered from shark's gut,,Unknown
5101,11-Jul-1928,,Unprovoked,AUSTRALIA,Pearl diving,,Injuries to chest,,Unknown
5102,Late Jul-1928,,Provoked,ITALY,Boating,,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",,Unknown
5103,Reported 24-Jun-1928,,Unprovoked,USA,Swimming,,Bitten on leg,,Unknown
5104,27-May-1928,,Invalid,INDIA,,,No details,,Afternoon
5105,Reported 14-Apr-1928,,Unprovoked,AUSTRALIA,Fishing,,Severe lacerations to arm,,Unknown
5106,14-Apr-1928,,Unprovoked,AUSTRALIA,Treading water,,Tissue of left leg stripped from knee to ankle ,,Afternoon
5107,09-Apr-1928,,Unprovoked,JAMAICA,Diving,,FATAL,,Unknown
5108,06-Apr-1928,,Unprovoked,AUSTRALIA,Bathing,,Lacerations to right leg ,,Unknown
5109,04-Apr-1928,,Unprovoked,AUSTRALIA,Standing in waist-deep water,,"FATAL, right hand severed, large lacerations on thigh",,Evening
5110,Reported 28-Mar-1928,,Unprovoked,AUSTRALIA,,,Hip bitten,,Unknown
5111,20-Feb-1928,,Unprovoked,AUSTRALIA,Pearl diving,,FATAL,,Unknown
5112,Feb-1928,,Unprovoked,COSTA RICA,Swimming,,Right leg severely lacerated. Surgically amputated,,Unknown
5113,Feb-1928,,Unprovoked,COSTA RICA,Swimming,,Right leg & hand severely lacerated,,Unknown
5114,27-Jan-1928,,Unprovoked,AUSTRALIA,Retrieving meat from a cage in the water,,FATAL,,Unknown
5115,21-Jan-1928,,Invalid,USA,Swimming,,Body not recovered ,,Unknown
5116,Some time between 08-Jan-1928 & 21-Jan-1928,,Invalid,USA,Jumped overboard and swimming,,"FATAL, presumed taken by shark/s",,Unknown
5117,02-Jan-1928,,Unprovoked,SOUTH AFRICA,,,Leg lacerated,,Unknown
5118,Jan-1928,,Unprovoked,SOUTH AFRICA,Body surfing,,Foot bitten,,Morning
5119,1928,,Unprovoked,SOUTH AFRICA,Standing,,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",,Morning
5120,28-Dec-1927,,Unprovoked,SOUTH AFRICA,Swimming,,"FATAL, leg bitten  ",,Morning
5121,03-Nov-1927,,Sea Disaster,AUSTRALIA,The steamer Tahiti collided with the ferry Greycliffe,,40 people perished,,Unknown
5122,25-Oct-1927,,Sea Disaster,BRAZIL,Italian liner Principessa Mafalda sank,,"Of 1256 on board, 295 perished, some were taken by sharks",,Afternoon
5123,12-Oct-1927,,Unprovoked,AUSTRALIA,Riding horseback across the creek,,No injury to man or horse,,Unknown
5124,Oct-1927,,Unprovoked,FIJI,"Standing, collecting bananas",,Leg bitten. He survived,,Unknown
5125,03-Jul-1927,,Boat,AUSTRALIA,,,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",,Unknown
5126,29-May-1927,,Sea Disaster,PHILIPPINES,Sea disaster,," 55  perished, some were  taken by sharks",,Unknown
5127,Reported 09-May 1927,,Unprovoked,AUSTRALIA,Walking,,FATAL,,Unknown
5128,20-Apr-1927,,Unprovoked,AUSTRALIA,Diving,,Extensive injuries to left leg,,Unknown
5129,08-Apr-1927,,Unprovoked,AUSTRALIA,Pearl diving,,Leg injured,,Unknown
5130,11-Mar-1927,,Unprovoked,AUSTRALIA,Body surfing / treading water,,"Right buttock & thigh bitten, thumb removed",,Afternoon
5131,14-Feb-1927,,Provoked,NICARAGUA,Feeling the sharks teeth,,"Sharkss jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",,Unknown
5132,09-Feb-1927,,Unprovoked,AUSTRALIA,Attempting to rescue drowning man,,"No injury, but trouser leg shredded by shark",,Unknown
5133,Feb-1927,,Provoked,NEW ZEALAND,Fishing,,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,,Unknown
5134,20-Jan-1927,,Unprovoked,SOUTH AFRICA,Body surfing,,Both thighs  lacerated,,Morning
5135,Reported 08-Jan-1927,,Unprovoked,USA,Swimming,,Lost hand,,Unknown
5136,03-Jan-1927,,Unprovoked,AUSTRALIA,Swimming,,"FATAL, leg bitten from thigh to ankle",,Morning
5137,1927,,Unprovoked,AUSTRALIA,Swimming,,"FATAL, shoulder bitten ",,Unknown
5138,1927,,Unprovoked,AUSTRALIA,Pearl diving,,Shoulder bitten,,Unknown
5139,Reported 02-Dec-1926,,Unprovoked,AUSTRALIA,Diving for trochus,,FATAL,,Unknown
5140,17-Nov-1926,,Unprovoked,AUSTRALIA,Diving,,Arm injured,,Unknown
5141,Reported 29-Oct-1926,,Unprovoked,PAPUA NEW GUINEA,Jumped into the water,,"FATAL, abdomen bitten",,Unknown
5142,23-Oct-1926,,Unprovoked,AUSTRALIA,Bathing,,"3"" laceration to leg",,Unknown
5143,23-Oct-1926,,Sea Disaster,BERMUDA,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",,Night
5144,Reported 06-Sep-1926,,Unprovoked,PAPUA NEW GUINEA,Jumped out of canoe,,FATAL,,Unknown
5145,24-Aug-1926,,Unprovoked,USA,Swimming,,FATAL,,Unknown
5146,23-Jul-1926,,Unprovoked,ITALY,Swimming,,"FATAL, body was not recovered",,Morning
5147,12-Jul-1926,,Boat,USA,Fishing,,No injury to occupants,,Unknown
5148,08-Jul-1926,,Unprovoked,USA,Swimming with dog near canning factory,,Leg & hand lacerated and dog bitten,,Unknown
5149,03-Jul-1926,,Invalid,SPAIN,Bathing,,No injury,,Unknown
5150,18-May-1926,,Unprovoked,USA,Swimming,,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",,Unknown
5151,22-Apr-1926,,Unprovoked,SOUTH ATLANTIC OCEAN,Fell overboard from SS Ripley Castle,,When taken back on board 2 hours later both legs were bleeding from shark bites,,Unknown
5152,07-Apr-1926,,Unprovoked,USA,Swimming,,Right leg bitten thigh to heel,,Evening
5153,17-Mar-1926,,Unprovoked,AUSTRALIA,Swimming ,,FATAL,,Afternoon
5154,26-Jan-1926,,Unprovoked,SOUTH AFRICA,Swimming,,Thigh lacerated,,Unknown
5155,Jan-1926,,Unprovoked,AUSTRALIA,,,Leg lacerated,,Unknown
5156,Summer of 1926,,Unprovoked,MONACO,,,FATAL,,Unknown
5157,1926,,Provoked,NEW ZEALAND,Shark hoisted on board liner Tahiti,,"Struck on head by sharks tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",,Unknown
5158,1926,,Unprovoked,SINGAPORE,Dived onto shark from floating stage,,"FATAL, femoral artery severed ",,Unknown
5159,1926,,Unprovoked,SOUTH AFRICA,Swimming to mail boat,,No details,,Unknown
5160,22-Nov-1925,,Unprovoked,AUSTRALIA,Floating on his back,,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",,Afternoon
5161,Nov-1925,,Unprovoked,USA,,,Laceration across abdomen,,Unknown
5162,Nov-1925,,Unprovoked,USA,,,Both calves lacerated,,Unknown
5163,04-Sep-1925,,Provoked,SPAIN,Fishing,,Right hand bitten by hooked shark PROVOKED INCIDENT,,Unknown
5164,03-Sep-1925,,Unprovoked,ENGLAND,Fishing,,No injury but shark lifted boat out of the water,,Morning
5165,02-Aug-1925,,Unprovoked,USA,Swimming,,"Multiple lacerations on both thighs, right buttock and hip",,Unknown
5166,15-Jun-1925,,Invalid,AUSTRALIA,,,Human arm found in shark,,Unknown
5167,May 1925,,Unprovoked,USA,,,"Right arm nearly severed at shoulder, left wrist lacerated",,Unknown
5168,07-Mar-1925 or 27-Mar-1925,,Unprovoked,AUSTRALIA,Bathing in waist-deep water,,"Left thigh bitten, leg surgically amputated ",,Evening
5169,12-Mar-1925,,Unprovoked,AUSTRALIA,Swimming,,"FATAL, right forearm severed, lacerations from buttocks to heel L",,Afternoon
5170,10-Mar-1925,,Unprovoked,PAPUA NEW GUINEA,Swimming,,FATAL,,Unknown
5171,Reported 27-Jan-1925,,Unprovoked,USA,Swimming,,Lacerations to arm,,Unknown
5172,08-Jan-1925,,Unprovoked,CANADA,"Diving, repairing water main at depth of 90'",,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",,Unknown
5173,1925,,Unprovoked,FIJI,Diving for coins tossed from passenger ship,,"Both arms bitten, surgically amputated",,Unknown
5174,25-Nov-1924,,Unprovoked,MEXICO,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,,FATAL,,Unknown
5175,24-Nov-1924,,Unprovoked,PANAMA,"Inebriated, woke from sleep and fell off deck into the water ",,Knee bitten,,Unknown
5176,21-Nov-1924,,Unprovoked,USA,Bathing,,"FATAL, hand severed, both legs & arms bitten & nearly severed ",,Unknown
5177,Reported 31-Oct-1924,,Provoked,FRENCH POLYNESIA,Pearl diving,,Abrasions PROVOKED ATTACK,,Unknown
5178,18-Oct-1924,,Unprovoked,AUSTRALIA,Bathing,,Leg bitten,,Unknown
5179,31-Jul-1924,,Unprovoked,USA,Standing,,Left knee & leg bitten. (Tooth fragment recovered from kneecap),,Unknown
5180,14-Jul-1924,,Provoked,ENGLAND,Fishing for mackerel,,Arms broken by hooked shark PROVOKED INCIDENT,,Unknown
5181,04-Jul-1924,,Boat,USA,Fishing,,"No injury, shark tore hole in the side of the boat",,Unknown
5182,18-Jun-1924,,Provoked,USA,Removing shark from a net,,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,,Unknown
5183,25-Apr-1924,,Unprovoked,AUSTRALIA,"Fishing, fell in water & swimming strongly to shore",,"FATAL, partial remains recovered ",,Unknown
5184,22-Apr-1924,,Unprovoked,PANAMA,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",,Unknown
5185,20-Apr-1924,,Invalid,AUSTRALIA,Swimming ,,Abrasions,,Unknown
5186,Reported 28-Mar-1924,,Unprovoked,SOLOMON ISLANDS,Swimming,,"Left arm severed, leg bitten",,Unknown
5187,24-Mar-1924,,Boat,SPAIN,Fishing,,"No injury to occupants, shark bit boat",,Unknown
5188,13-Feb-1924,,Unprovoked,AUSTRALIA,Bathing in 5' of water,,"Legs severely bitten, surgically amputated",,Evening
5189,08-Feb-1924,,Invalid,AUSTRALIA,Bathing,,Probable drowning & scavenging,,Afternoon
5190,29-Jan-1924,,Unprovoked,SOUTH AFRICA,Swimming,,FATAL,,Afternoon
5191,25-Jan-1924,,Unprovoked,SOUTH AFRICA,Swimming,,Foot lacerated,,Unknown
5192,09-Jan-1924,,Unprovoked,AUSTRALIA,Had just dived into water & was swimming,,"FATAL, right thigh severely bitten, left arm lacerated ",,Afternoon
5193,12-Dec-1923,,Unprovoked,AUSTRALIA,Swimming,,Lacerations to leg,,Unknown
5194,02-Dec-1923,,Unprovoked,AUSTRALIA,"Fishing, standing in waist-deep water",,"FATAL, disappeared, thought to have been taken by a shark ",,Unknown
5195,23-Nov-1923,,Unprovoked,AUSTRALIA,Dry shelling,,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",,Unknown
5196,02-Nov-1923,,Invalid,AUSTRALIA,Fishing,,FATAL,,Unknown
5197,20-Oct-1923,,Invalid,AUSTRALIA,Sailing,,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",,Unknown
5198,17-Oct-1923,,Boat,AUSTRALIA,Fishing,,"No injury to occupants, shark bit boat",,Unknown
5199,16-Oct-1923,,Unprovoked,AUSTRALIA,Pearl diving,,"Arm severed, but survived",,Unknown
5200,08-Aug-1923,,Unprovoked,GUYANA,Fishing,,Puncture wounds to left leg,,Night
5201,Reported 02-Jul-1923,,Unprovoked,AUSTRALIA,Diving for pearl,,non-fatal,,Unknown
5202,16-Jun-1923,,Boat,AUSTRALIA,"After rowing skiff was holed by shark, he was attempting to swim ashore",,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",,Unknown
5203,06-Jun-1923,,Boat,MEXICO,Dismantling cable buoys of the cable ship All America,,"No injury to occupants, shark rammed boat",,Unknown
5204,Reported 23-May-1923,,Unprovoked,AUSTRALIA,Wading,,Minor puncture wounds to foot,,Unknown
5205,22-May-1923,,Unprovoked,AUSTRALIA,Diving?,,FATAL,,Unknown
5206,18-Mar-1923,,Unprovoked,AUSTRALIA,Diving,,Lacerations to right thigh and knee,,Unknown
5207,Feb-1923,,Unprovoked,USA,Swimming ,,"Right calf, right side of abdomen & left wrist & hand bitten",,Unknown
5208,27-Jan-1923,,Invalid,AUSTRALIA,,,Death may have been due to drowning,,Unknown
5209,27-Jan-1923,,Unprovoked,AUSTRALIA,Swimming,,"FATAL, back of thigh bitten ",,Unknown
5210,14-Jan-1923,,Invalid,CUBA,seaplane Columbus ditched in the sea,,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",,Unknown
5211,1923,,Boat,USA,Fishing,,No injury to occupant Shark struck boat,,Unknown
5212,1923-1924,,Unprovoked,PHILIPPINES,,,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",,Unknown
5213,1923,,Provoked,USA,Hoisting shark aboard fishing boat,,Shark's tail broke his leg. PROVOKED INCIDENT,,Unknown
5214,1923,,Provoked,USA,Hoisting shark aboard fishing boat,,Shark's tail broke his leg. PROVOKED INCIDENT,,Unknown
5215,14-Dec-1922,,Unprovoked,USA,Bathing,,"FATAL, hip & thigh bitten with  tissue removed, including bone ",,Unknown
5216,05-Dec-1922,,Unprovoked,AUSTRALIA,Bathing in 3' to 4' of water,,"FATAL, severe injuries to torso  ",,Morning
5217,29-Sep-1922,,Unprovoked,BARBADOS,Fishing,,FATAL,,Unknown
5218,29-Oct-1922,,Invalid,AUSTRALIA,Sailing,,"FATAL, but shark involvement prior to death unconfirmed",,Unknown
5219,28-Sep-1922,,Unprovoked,USA,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",,Survived,,Unknown
5220,Reported 26-Sep-1922,,Unprovoked,ENGLAND,Swimming ,,FATAL,,Unknown
5221,Reported 21-Sep-1922,,Boat,USA,Fishing,,"No injury to occupants, shark splintered stern",,Unknown
5222,19-Jul-1922,,Unprovoked,USA,,,Leg bitten,,Unknown
5223,17-Jun-1922,,Unprovoked,USA,Floating,,"FATAL, thigh bitten",,Unknown
5224,24-May 1922,,Unprovoked,JAMAICA,Swimming,,"FATAL, arm severed, thigh severely bitten  ",,Morning
5225,06-May-1922,,Unprovoked,SOUTH AFRICA,Swimming,,Abdomen & thigh bitten,,Unknown
5226,26-Apr-1922,,Unprovoked,AUSTRALIA,Swimming,,FATAL,,Unknown
5227,20-Mar-1922,,Unprovoked,JAMAICA,Fishing,,Survived,,Unknown
5228,13-Mar-1922,,Unprovoked,JAMAICA,Standing,,"FATAL, right leg severed at thigh ",,Unknown
5229,02-Mar-1922,,Unprovoked,AUSTRALIA,Bathing in knee-deep water,,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",,Morning
5230,Reported 02-Feb-1922,,Invalid,AUSTRALIA,Swimming,,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",,Unknown
5231,04-Feb-1922,,Unprovoked,AUSTRALIA,Swimming,,"FATAL, both arms & shoulder bitten",,Afternoon
5232,Reported 28-Jan-1922,,Unprovoked,IRAQ,Bathing,,FATAL,,Unknown
5233,15-Jan-1922,,Unprovoked,AUSTRALIA,Swimming ,,FATAL,,Evening
5234,13-Jan-1922,,Unprovoked,AUSTRALIA,Standing,,Small laceration on left thigh & swim costume torn,,Evening
5235,04-Jan-1922,,Unprovoked,AUSTRALIA,Surfing,,"FATAL, disappeared, then his shark-bitten remains washed ashore ",,Unknown
5236,11-Dec-1921,,Unprovoked,AUSTRALIA,Swimming,,Survived,,Unknown
5237,27-Nov-1921,,Unprovoked,AUSTRALIA,Fell from his father's back into the water,,"FATAL, disappeared, body not recovered",,Unknown
5238,27-Nov-1921,,Unprovoked,AUSTRALIA,"Wading to dinghy, carrying his son",,"Right hip, buttock, elbow, arm & wrist bitten",,Unknown
5239,Reported 15-Nov-1921,,Unprovoked,FIJI,Swimming,,FATAL,,Unknown
5240,12-Oct-1921,,Unprovoked,AUSTRALIA,Diving for beche-de-mer ,,Lacerations to right arm & chest,,Unknown
5241,04-Oct-1921,,Unprovoked,AUSTRALIA,Diving for beche-de-mer,,"Left thigh bitten, FATAL",,Unknown
5242,Sep-1921,,Provoked,ENGLAND,Fishing,,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,,Unknown
5243,Reported 29-Aug-1929,,Unprovoked,AUSTRALIA,,,Lacerations to arm,,Unknown
5244,28-Aug-1921,,Unprovoked,PHILIPPINES,Swimming,,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",,Afternoon
5245,21-Jul-1921,,Unprovoked,CUBA,Fell overboard,,FATAL,,Unknown
5246,Reported 11-Jan-1921,,Invalid,PHILIPPINES,,,Buttons & shoes found in shark caught in fish trap,,Unknown
5247,29-Nov-1920,,Unprovoked,AUSTRALIA,Wading,,Lacerations to leg & hand,,Unknown
5248,22-Aug-1921,,Unprovoked,HAITI,Dived into a school of baitfish,,"FATAL, large wound on thigh",,Afternoon
5249,22-Nov-1920,,Unprovoked,AUSTRALIA,Standing,,"Minor injuries to leg, hand & fingers",,Unknown
5250,04-Nov-1920,,Sea Disaster,PHILIPPINES,The coastwise steamer San Basilio capsized in a typhoon,,FATAL,,Unknown
5251,14-Jul-1920,,Invalid,USA,Swimming ,,Thought to have been taken by a shark. Body was not recovered,,Unknown
5252,Reported 06-Jul-1920,,Unprovoked,AUSTRALIA,Diving for trochus shell,,Severe lacerations to right shoulder & arm,,Unknown
5253,29-Jun-1920,,Unprovoked,USA,Swimming ,,Knee & thigh bitten,,Evening
5254,27-Jun-1920,,Provoked,CANADA,Harpooned shark,,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",,Unknown
5255,08-Mar-1920,,Unprovoked,AUSTRALIA,"Boat capsized, swimming to shore",,"Tossed in air by shark, sustained abrasions",,Unknown
5256,Reported 24-Jan-1920,,Unprovoked,AUSTRALIA,Diving,,Lacerations to foot,,Unknown
5257,03-Feb-1920,,Unprovoked,SOUTH AFRICA,Floating face down,,Abdomen bitten,,Evening
5258,Reported 24-Jan-1920,,Unprovoked,AUSTRALIA,Free diving,,FATAL,,Unknown
5259,15-Jan-1920,,Unprovoked,AUSTRALIA,Swimming ,,Leg bitten. FATAL,,Morning
5260,1920s,,Unprovoked,JAMAICA,Jumped overboard,,FATAL,,Unknown
5261,1920,,Unprovoked,NEW ZEALAND,,,"""Recovered""",,Unknown
5262,1920,,Unprovoked,SOUTH AFRICA,Splashing,,Thigh & buttocks bitten. Not known if he survived.,,Unknown
5263,Reported 30-Dec-1919,,Unprovoked,AUSTRALIA,Swimming,,Lacerations to left leg,,Unknown
